Year,Term,Department Code,Name,Course No,Section,Instructor,Start Time,End Time,Days,Availability
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21027,512,"Buckenmeyer, Philip",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21028,513,"Buckenmeyer, Philip",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21493,514,"Hokanson, James",TBA,TBA,,1
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21496,515,"Buckenmeyer, Philip",TBA,TBA,,0
2016,Spring,EXS 499,Spec. Study - Exercise Science, 22069,516,"Hurley, Wendy",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21029,521,"True, Larissa",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21030,522,"True, Larissa",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21031,523,"True, Larissa",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21032,531,"Hokanson, James",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21033,532,"Hokanson, James",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21034,533,"Hokanson, James",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21035,541,"Richardson, Brian",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21036,542,"Richardson, Brian",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21037,543,"Richardson, Brian",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21491,544,"Lind, Erik",TBA,TBA,,0
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21038,551,"Richardson, Brian",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21039,552,"Richardson, Brian",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21040,553,"Richardson, Brian",TBA,TBA,,2
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21041,561,"Buckenmeyer, Philip",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21042,562,"Buckenmeyer, Philip",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21043,563,"Buckenmeyer, Philip",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21382,571,"Van Langen, Deborah",TBA,TBA,,4
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21381,572,"Polasek, Katherine",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21380,573,Staff,TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21602,581,"Buckenmeyer, Philip",4:00 PM,5:30 PM ,WF,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21604,582,"Buckenmeyer, Philip",TBA,TBA,,5
2016,Spring,EXS 499,Spec. Study - Exercise Science, 21607,583,"Buckenmeyer, Philip",TBA,TBA,,5
2016,Spring,EXS 525,Seminar in Exercise Science, 21774,001,"McGinnis, Peter",6:00 PM,6:50 PM ,T,0
2016,Spring,EXS 529,Spec. Topics-Exercise Science, 23105,001,"Van Langen, Deborah",7:00 PM,9:30 PM ,W,11
2016,Spring,EXS 535,Neuromusc. Fit.  Assess & Prog, 21194,601,"Sutherlin, Mark",08:30 AM, 09:45 AM,TH,1
2016,Spring,EXS 538,Cardio-Resp Fit Assess & Prog, 20870,601,"Hokanson, James",1:15 PM,2:30 PM ,TH,0
2016,Spring,EXS 602,Research Proj in Exercise Sci., 20767,501,"McGinnis, Peter",TBA,TBA,,5
2016,Spring,EXS 602,Research Proj in Exercise Sci., 20768,502,"McGinnis, Peter",TBA,TBA,,5
2016,Spring,EXS 602,Research Proj in Exercise Sci., 20769,503,"McGinnis, Peter",TBA,TBA,,3
2016,Spring,EXS 602,Research Proj in Exercise Sci., 21691,513,"Van Langen, Deborah",TBA,TBA,,0
2016,Spring,EXS 646,Behavior in Sport, 23106,001,"Lind, Erik",7:00 PM,9:30 PM ,T,9
2016,Spring,EXS 650,Master's Thesis - Exer.Science, 20766,501,"McGinnis, Peter",TBA,TBA,,4
2016,Spring,EXS 650,Master's Thesis - Exer.Science, 21221,502,"McGinnis, Peter",TBA,TBA,,5
2016,Spring,EXS 650,Master's Thesis - Exer.Science, 21184,503,"McGinnis, Peter",TBA,TBA,,4
2016,Spring,EXS 650,Master's Thesis - Exer.Science, 21222,504,"McGinnis, Peter",TBA,TBA,,4
2016,Spring,EXS 650,Master's Thesis - Exer.Science, 21223,505,"McGinnis, Peter",TBA,TBA,,5
2016,Spring,EXS 650,Master's Thesis - Exer.Science, 21185,506,"McGinnis, Peter",TBA,TBA,,4
2016,Spring,EXS 690,Comprehensive Exam Ex Science, 21773,501,"McGinnis, Peter",TBA,TBA,,3
2016,Spring,EXS 690,Comprehensive Exam Ex Science, 22133,541,"McGinnis, Peter",TBA,TBA,,5
2016,Spring,EXS 697,Extension: GR Culminating Act., 21567,501,"McGinnis, Peter",TBA,TBA,,4
2016,Spring,FRE 101,Beginning French I, 20153,001,"Watrous, Sara",10:20 AM, 11:10 AM,WFM,5
2016,Spring,FRE 101,Beginning French I, 20583,002,"Gerhard, Timothy",11:30 AM, 12:20 PM,WFM,7
2016,Spring,FRE 102,Beginning French II, 20154,001,"Ponterio, Robert",09:10 AM, 10:00 AM,WFM,19
2016,Spring,FRE 102,Beginning French II, 22316,002,"Ponterio, Robert",10:20 AM, 11:10 AM,WFM,3
2016,Spring,FRE 201,Intermediate French I, 20584,001,"Gerhard, Timothy",10:20 AM, 11:10 AM,WFM,7
2016,Spring,FRE 202,Intermediate French II, 20157,001,"Ponterio, Marie",12:40 PM, 1:30 PM,WFM,2
2016,Spring,FRE 305,French Conversation & Comp, 20159,001,"Ponterio, Marie",11:30 AM, 12:20 PM,WFM,16
2016,Spring,FRE 312,La Pratique de L'Ecriture, 22920,001,"Fan, Hongli",11:40 AM, 12:55 PM,TH,19
2016,Spring,FRE 333,Practicum:Teach Int French I, 21065,501,Staff,TBA,TBA,,0
2016,Spring,FRE 334,Practicum:Teach Int French II, 21390,541,"Ponterio, Marie",TBA,TBA,,7
2016,Spring,FRE 423,Themes in Literature, 22921,001,"Ponterio, Robert",12:40 PM, 1:30 PM,WFM,7
2016,Spring,FRE 517,Independent Study, 23387,501,"Ponterio, Robert",TBA,TBA,,0
2016,Spring,FSA 103,"Gender, Race & Class Issues", 22264,601,"Kelly, Michelle",4:25 PM,5:40 PM ,WM,0
2016,Spring,FSA 103,"Gender, Race & Class Issues", 23038,602,"Kelly, Michelle",6:00 PM,7:15 PM ,WM,0
2016,Spring,FSA 103,"Gender, Race & Class Issues", 23040,604,"Crandall, Leo",10:05 AM, 11:20 AM,TH,0
2016,Spring,FSA 103,"Gender, Race & Class Issues", 21588,606,"Hanick, Mary",10:05 AM, 11:20 AM,TH,0
2016,Spring,FSA 103,"Gender, Race & Class Issues", 21540,607,"Hanick, Mary",11:40 AM, 12:55 PM,TH,0
2016,Spring,FSA 212,Intro to Inclusive Education, 23164,601,"Rood, Carrie",08:30 AM, 09:45 AM,TH,0
2016,Spring,FSA 250,Foundations of Peace Education, 22000,001,"Rayle, Joseph",1:15 PM,2:30 PM ,TH,0
2016,Spring,FSA 329,Spec.Topics-Found & Soc. Adv., 23351,601,"Duncan, Janet",4:20 PM,6:50 PM ,W,3
2016,Spring,FSA 345,Assistive Adaptive Technology, 22275,601,"Bentley, Judy",11:40 AM, 12:55 PM,TH,7
2016,Spring,FSA 380,"Persp on Dis: Child,Fam,Comm", 22271,601,"Rood, Carrie",1:15 PM,2:30 PM ,TH,0
2016,Spring,FSA 381,Perspectives Field Experience, 22272,601,"Lind, Kathleen",TBA,TBA,,0
2016,Spring,FSA 400,Found of Educ:Sch in Amer.Soc., 20981,602,"Rayle, Joseph",10:05 AM, 11:20 AM,TH,0
2016,Spring,FSA 400,Found of Educ:Sch in Amer.Soc., 20980,603,"Rayle, Joseph",11:40 AM, 12:55 PM,TH,0
2016,Spring,FSA 400,Found of Educ:Sch in Amer.Soc., 20982,604,"Kelly, Michelle",3:00 PM,4:15 PM ,WM,3
2016,Spring,FSA 410,Inclusive Education Pedagogy, 21591,601,"Timberlake, Maria",2:50 PM,4:05 PM ,TH,11
2016,Spring,FSA 410,Inclusive Education Pedagogy, 22274,L01,"Timberlake, Maria",09:15 AM, 12:00 PM,F,11
2016,Spring,FSA 420,Inclusive Educ. Field Seminar, 21592,601,"Marzullo, Heather",4:20 PM,6:50 PM ,W,6
2016,Spring,FSA 436,Assess&Inst:Learn w/Spec Needs, 21593,601,"Kim, Ji-Ryun",1:15 PM,2:30 PM ,TH,6
2016,Spring,FSA 490,Student Teaching I, 21195,630,"Moriarity, Cynthia",TBA,TBA,,0
2016,Spring,FSA 491,Student Teaching II, 22630,641,"Moriarity, Cynthia",TBA,TBA,,0
2016,Spring,FSA 492,Seminar in Student Teaching, 21197,601,"Moriarity, Cynthia",5:00 PM,7:30 PM ,W,0
2016,Spring,FSA 499,Independent Study, 21778,501,"Rood, Carrie",TBA,TBA,,5
2016,Spring,FSA 499,Independent Study, 21286,502,"Timberlake, Maria",TBA,TBA,,3
2016,Spring,FSA 499,Independent Study, 21287,503,"Kim, Ji-Ryun",TBA,TBA,,3
2016,Spring,FSA 505,Sociology of Education, 23034,001,"Barrett, Brian",4:20 PM,6:50 PM ,H,6
2016,Spring,FSA 530,Comm of Stdnts w Complex Needs, 21590,601,"Bentley, Judy",7:00 PM,7:50 PM ,M,0
2016,Spring,FSA 600,Inclusive Education Pedagogy, 21594,601,"Timberlake, Maria",7:00 PM,9:30 PM ,T,3
2016,Spring,FSA 610,Adv. Assess Students w/Disab, 21595,601,"Kim, Ji-Ryun",4:20 PM,6:50 PM ,T,4
2016,Spring,FSA 615,Assessment Adol w Disabilities, 22280,601,"Rood, Carrie",4:20 PM,6:50 PM ,W,14
2016,Spring,FSA 620,Discipline & Social Skill Dev., 21596,601,"Duncan, Janet",4:20 PM,6:50 PM ,M,0
2016,Spring,FSA 625,Inclusive Curr Pedagogy Adol, 22281,601,"DeRado, Maria",7:00 PM,9:30 PM ,W,14
2016,Spring,FSA 651,Understand & Conduct Educ Res, 21597,601,"Bentley, Judy",7:00 PM,9:30 PM ,H,10
2016,Spring,FSA 652,Master's Project, 21796,601,"Timberlake, Maria",4:20 PM,6:50 PM ,H,6
2016,Spring,FSA 653,Master's Project TSD 7-12, 23050,601,"Timberlake, Maria",4:20 PM,6:50 PM ,H,10
2016,Spring,FSA 690,Intern:Teach Stu.w/Dis(Gr.1-6), 21797,601,"Dougherty, Heather",TBA,TBA,,0
2016,Spring,FSA 691,Sem:Teach Stu.w/Dis.(Gr.1-6), 21798,601,"Dougherty, Heather",4:20 PM,6:50 PM ,T,0
2016,Spring,FSA 694,Internship: TDA, 23054,601,"Dougherty, Heather",TBA,TBA,,7
2016,Spring,FSA 695,Seminar: TDA, 23057,601,"Dougherty, Heather",4:20 PM,6:50 PM ,T,7
2016,Spring,FSA 697,Extension: GR Culminating Act., 21598,501,"Kim, Ji-Ryun",TBA,TBA,,5
2016,Spring,FSA 699,Individual / Independent Study, 21288,501,"Kim, Ji-Ryun",TBA,TBA,,5
2016,Spring,FSA 699,Individual / Independent Study, 21289,502,"Kim, Ji-Ryun",TBA,TBA,,5
2016,Spring,FSA 699,Individual / Independent Study, 21290,503,"Kim, Ji-Ryun",TBA,TBA,,5
2016,Spring,GER 101,Beginning German I, 20161,001,"Symonette, Victor",09:10 AM, 10:00 AM,WFM,4
2016,Spring,GER 102,Beginning German II, 20162,001,"Symonette, Victor",10:20 AM, 11:10 AM,WFM,14
2016,Spring,GER 202,Intermediate German II, 20164,001,"Symonette, Victor",11:30 AM, 12:20 PM,WFM,17
2016,Spring,GLY 118,Laboratory in Earth Science, 20305,501,"Barclay, David",TBA,TBA,,2
2016,Spring,GLY 171,Earth Science, 20306,001,"Barclay, Julie",08:00 AM, 08:50 AM,WFM,2
2016,Spring,GLY 171,Earth Science, 20307,L01,"Barclay, Julie",09:10 AM, 11:00 AM,M,1
2016,Spring,GLY 171,Earth Science, 20308,L02,"Barclay, Julie",11:30 AM, 1:20 PM,M,0
2016,Spring,GLY 171,Earth Science, 20309,L03,"Barclay, Julie",09:10 AM, 11:00 AM,W,0
2016,Spring,GLY 171,Earth Science, 20310,L04,"Barclay, Julie",11:30 AM, 1:20 PM,W,1
2016,Spring,GLY 172,Earth History, 20311,001,"Olmstead, David",08:00 AM, 08:50 AM,WFM,42
2016,Spring,GLY 261,Physical Geology, 20312,001,"Darling, Robert",1:15 PM,2:30 PM ,TH,0
2016,Spring,GLY 261,Physical Geology, 20313,L01,"Jin, Li",10:05 AM, 12:55 PM,T,0
2016,Spring,GLY 261,Physical Geology, 21875,L02,"Jin, Li",10:05 AM, 12:55 PM,H,1
2016,Spring,GLY 262,Historical Geology, 21116,001,"McRoberts, Christopher",11:30 AM, 12:20 PM,WFM,7
2016,Spring,GLY 262,Historical Geology, 20314,L01,"McRoberts, Christopher",1:15 PM,4:05 PM ,T,7
2016,Spring,GLY 302,Petrology, 20316,001,"Darling, Robert",10:05 AM, 11:20 AM,TH,4
2016,Spring,GLY 302,Petrology, 20319,L01,"Darling, Robert",12:40 PM, 3:30 PM,M,6
2016,Spring,GLY 302,Petrology, 21876,501,"Darling, Robert",10:05 AM, 11:20 AM,TH,2
2016,Spring,GLY 302,Petrology, 20319,L01,"Darling, Robert",12:40 PM, 3:30 PM,M,6
2016,Spring,GLY 363,Invertebrate Paleontology, 20320,001,"McRoberts, Christopher",09:10 AM, 10:00 AM,WM,13
2016,Spring,GLY 363,Invertebrate Paleontology, 20321,L01,"McRoberts, Christopher",11:40 AM, 2:30 PM,H,13
2016,Spring,GLY 397,Physical Oceanography, 20322,001,"Jin, Li",2:50 PM,4:05 PM ,TH,7
2016,Spring,GLY 400,Supplemental Field Studies, 21579,540,"Darling, Robert",TBA,TBA,,1
2016,Spring,GLY 469,Structural Geology, 20441,001,"Gleason, Gayle",10:20 AM, 11:10 AM,WM,17
2016,Spring,GLY 469,Structural Geology, 20442,L01,"Gleason, Gayle",11:40 AM, 2:30 PM,T,17
2016,Spring,GLY 487,Internship in Applied Geology, 20323,501,"Barclay, David",TBA,TBA,,2
2016,Spring,GLY 487,Internship in Applied Geology, 21224,502,"Barclay, David",TBA,TBA,,2
2016,Spring,GLY 487,Internship in Applied Geology, 21225,503,"Barclay, David",TBA,TBA,,2
2016,Spring,GLY 487,Internship in Applied Geology, 21226,504,"Barclay, David",TBA,TBA,,2
2016,Spring,GLY 494,Geology Laboratory Experience, 20656,501,"Barclay, David",TBA,TBA,,1
2016,Spring,GLY 497,Research Experience in Geology, 22922,501,"Barclay, David",TBA,TBA,,4
2016,Spring,GLY 497,Research Experience in Geology, 22923,502,"Barclay, David",TBA,TBA,,3
2016,Spring,GLY 497,Research Experience in Geology, 22924,503,"Barclay, David",TBA,TBA,,4
2016,Spring,GLY 498,Research Investigation in GLY, 22925,501,"Barclay, David",TBA,TBA,,4
2016,Spring,GLY 498,Research Investigation in GLY, 22926,502,"Barclay, David",TBA,TBA,,3
2016,Spring,GLY 498,Research Investigation in GLY, 22927,503,"Barclay, David",TBA,TBA,,3
2016,Spring,GLY 499,Research Thesis in Geology, 20655,503,"Barclay, David",TBA,TBA,,4
2016,Spring,GLY 529,Special Topics in Geology, 21837,502,"Barclay, David",TBA,TBA,,3
2016,Spring,GLY 579,Climate Change, 21877,001,"Barclay, David",4:20 PM,6:50 PM ,T,11
2016,Spring,GLY 699,Independent Research, 20853,501,"Barclay, David",TBA,TBA,,2
2016,Spring,GLY 699,Independent Research, 20852,502,"Barclay, David",TBA,TBA,,2
2016,Spring,GLY 699,Independent Research, 20851,503,"Barclay, David",TBA,TBA,,2
2016,Spring,GRY 120,Cultural Geography, 21788,001,Staff,TBA,TBA,,0
2016,Spring,GRY 120,Cultural Geography, 21164,002,"Darlington, James",6:00 PM,7:15 PM ,TH,14
2016,Spring,GRY 120,Cultural Geography, 23018,003,"Hunter, Richard",7:00 PM,9:30 PM ,M,10
2016,Spring,GRY 120,Cultural Geography, 21621,004,"Hunter, Richard",4:20 PM,6:50 PM ,M,1
2016,Spring,GRY 120,Cultural Geography, 21932,005,"Anderson, Scott",1:15 PM,2:30 PM ,TH,0
2016,Spring,GRY 125,Human Geography & Global Dev, 21086,001,"Johnston-Anumonwo, Ibipo",10:05 AM, 11:20 AM,TH,0
2016,Spring,GRY 125,Human Geography & Global Dev, 21087,002,"Johnston-Anumonwo, Ibipo",11:40 AM, 12:55 PM,TH,0
2016,Spring,GRY 221,Social Geography, 20452,001,"Hickok, Suzanne",12:40 PM, 1:30 PM,WM,3
2016,Spring,GRY 221,Social Geography, 21553,002,"Hickok, Suzanne",1:50 PM,2:40 PM ,WM,14
2016,Spring,GRY 221,Social Geography, 21554,003,"Johnston-Anumonwo, Ibipo",7:00 PM,9:30 PM ,W,6
2016,Spring,GRY 324,Intro:Cart & Geog Info Systems, 20453,001,"Anderson, Scott",2:50 PM,4:05 PM ,TH,0
2016,Spring,GRY 324,Intro:Cart & Geog Info Systems, 23359,601,"Anderson, Scott",4:20 PM,5:35 PM ,TH,3
2016,Spring,GRY 324,Intro:Cart & Geog Info Systems, 23360,701,"Anderson, Scott",4:20 PM,5:35 PM ,TH,2
2016,Spring,GRY 327,Computer Mapping, 20198,001,"Miller, Wendy",1:50 PM,3:30 PM ,M,5
2016,Spring,GRY 327,Computer Mapping, 21178,L01,"Miller, Wendy",1:50 PM,3:30 PM ,W,5
2016,Spring,GRY 329,Special Topics in Geography, 23023,001,"Miller, David",12:15 PM, 1:30 PM,WM,8
2016,Spring,GRY 329,Special Topics in Geography, 23421,502,"Miller, David",TBA,TBA,,0
2016,Spring,GRY 330,Advanced GIS Techniques, 20810,001,"Miller, Wendy",10:20 AM, 12:00 PM,M,5
2016,Spring,GRY 330,Advanced GIS Techniques, 21177,L01,"Miller, Wendy",10:20 AM, 12:00 PM,W,5
2016,Spring,GRY 370,Will the World Provide?, 21179,001,"Kolesnik, Irina",4:20 PM,6:50 PM ,M,0
2016,Spring,GRY 370,Will the World Provide?, 22236,002,"Kolesnik, Irina",7:00 PM,9:30 PM ,M,0
2016,Spring,GRY 440,Seminar in Geography, 20419,501,"Hunter, Richard",08:00 AM, 10:30 AM,T,2
2016,Spring,GRY 495,Independent Study Geography, 23420,501,"Anderson, Scott",TBA,TBA,,1
2016,Spring,GRY 495,Independent Study Geography, 20455,502,"Anderson, Scott",TBA,TBA,,2
2016,Spring,GRY 495,Independent Study Geography, 20454,503,"Miller, David",TBA,TBA,,4
2016,Spring,GRY 495,Independent Study Geography, 23263,504,"Miller, Wendy",TBA,TBA,,2
2016,Spring,GRY 495,Independent Study Geography, 23264,505,"Miller, Wendy",TBA,TBA,,4
2016,Spring,GRY 495,Independent Study Geography, 23269,506,"Miller, Wendy",TBA,TBA,,3
2016,Spring,GRY 495,Independent Study Geography, 23270,507,"Miller, Wendy",TBA,TBA,,0
2016,Spring,GRY 495,Independent Study Geography, 23369,508,"Miller, Wendy",TBA,TBA,,0
2016,Spring,GRY 495,Independent Study Geography, 23414,509,"Miller, Wendy",TBA,TBA,,0
2016,Spring,GRY 499,Internship: Applied Geography, 20776,501,"Miller, David",TBA,TBA,,0
2016,Spring,GRY 595,Independent Study in Geography, 20197,501,"Anderson, Scott",TBA,TBA,,0
2016,Spring,HIS 100,The World to 1500, 20203,001,"deLee, Benjamin",09:10 AM, 10:00 AM,WFM,6
2016,Spring,HIS 100,The World to 1500, 23131,401,"deLee, Benjamin",10:20 AM, 11:10 AM,WFM,3
2016,Spring,HIS 100,The World to 1500, 22035,601,"deLee, Benjamin",10:20 AM, 11:10 AM,WFM,6
2016,Spring,HIS 101,The World since 1500, 20207,001,"Troyan, Brett",2:50 PM,4:05 PM ,TH,7
2016,Spring,HIS 101,The World since 1500, 20517,002,"Xu, Luo",10:05 AM, 11:20 AM,TH,24
2016,Spring,HIS 101,The World since 1500, 21964,003,"Xu, Luo",11:40 AM, 12:55 PM,TH,21
2016,Spring,HIS 101,The World since 1500, 22876,004,"Bhat, Girish",08:30 AM, 09:45 AM,TH,15
2016,Spring,HIS 110,West Civilization to 1500, 20204,001,"Gathagan, Laura",12:40 PM, 1:30 PM,WFM,0
2016,Spring,HIS 110,West Civilization to 1500, 20205,002,"Alexander, Karl",10:20 AM, 11:10 AM,WFM,22
2016,Spring,HIS 110,West Civilization to 1500, 21058,003,Staff,TBA,TBA,,0
2016,Spring,HIS 110,West Civilization to 1500, 21965,004,"Kreiner, Kevin",3:00 PM,4:15 PM ,WM,16
2016,Spring,HIS 111,West Civilization since 1500, 20201,001,"Moranda, Scott",10:05 AM, 11:20 AM,TH,0
2016,Spring,HIS 111,West Civilization since 1500, 20202,002,"Ritz-Deutch, Ute",11:30 AM, 12:20 PM,WFM,0
2016,Spring,HIS 111,West Civilization since 1500, 20518,003,"Ritz-Deutch, Ute",12:40 PM, 1:30 PM,WFM,9
2016,Spring,HIS 111,West Civilization since 1500, 21966,004,"Kreiner, Kevin",1:50 PM,2:40 PM ,WFM,23
2016,Spring,HIS 200,The United States to 1877, 20423,001,"Van Buskirk, Judith",08:30 AM, 09:45 AM,TH,27
2016,Spring,HIS 200,The United States to 1877, 20200,002,"Wirth, Thomas",3:00 PM,4:15 PM ,WM,2
2016,Spring,HIS 200,The United States to 1877, 20424,003,"Wrisley, Melyssa",10:05 AM, 11:20 AM,TH,1
2016,Spring,HIS 200,The United States to 1877, 21968,004,"Wrisley, Melyssa",11:40 AM, 12:55 PM,TH,0
2016,Spring,HIS 201,The United States since 1877, 21969,001,"Sheets, Kevin",1:15 PM,2:30 PM ,TH,2
2016,Spring,HIS 201,The United States since 1877, 20425,002,"de Vera, Arleen",11:30 AM, 12:20 PM,WFM,4
2016,Spring,HIS 201,The United States since 1877, 20426,003,"de Vera, Arleen",12:40 PM, 1:30 PM,WFM,10
2016,Spring,HIS 201,The United States since 1877, 20206,004,"Wirth, Thomas",4:25 PM,5:45 PM ,WM,2
2016,Spring,HIS 229,Special Topics in History, 22877,601,"Etherington, Suzanne",10:20 AM, 11:10 AM,WFM,5
2016,Spring,HIS 290,Historical Methods, 20866,601,"Moranda, Scott",2:50 PM,4:05 PM ,TH,4
2016,Spring,HIS 290,Historical Methods, 21626,603,"Storch, Randi",08:30 AM, 09:45 AM,TH,5
2016,Spring,HIS 303,American Republic 1789-1840, 22878,601,"Van Buskirk, Judith",10:05 AM, 11:20 AM,TH,11
2016,Spring,HIS 303,American Republic 1789-1840, 22879,701,"Van Buskirk, Judith",10:05 AM, 11:20 AM,TH,6
2016,Spring,HIS 307,The United States 1920-Present, 22880,601,"Storch, Randi",10:05 AM, 11:20 AM,TH,0
2016,Spring,HIS 307,The United States 1920-Present, 22881,701,"Storch, Randi",10:05 AM, 11:20 AM,TH,0
2016,Spring,HIS 326,Modern Latin America, 22882,601,"Troyan, Brett",1:15 PM,2:30 PM ,TH,6
2016,Spring,HIS 326,Modern Latin America, 22883,701,"Troyan, Brett",1:15 PM,2:30 PM ,TH,7
2016,Spring,HIS 329,Special Topics in History, 23138,601,"deLee, Benjamin",12:40 PM, 1:30 PM,WFM,14
2016,Spring,HIS 329,Special Topics in History, 23139,701,"deLee, Benjamin",12:40 PM, 1:30 PM,WFM,7
2016,Spring,HIS 334,Russia since 1894, 22887,601,"Bhat, Girish",11:40 AM, 12:55 PM,TH,1
2016,Spring,HIS 334,Russia since 1894, 22888,701,"Bhat, Girish",11:40 AM, 12:55 PM,TH,1
2016,Spring,HIS 344,Medieval Europe 300-1050, 22481,601,"Gathagan, Laura",1:50 PM,2:40 PM ,WFM,2
2016,Spring,HIS 344,Medieval Europe 300-1050, 22482,701,"Gathagan, Laura",1:50 PM,2:40 PM ,WFM,6
2016,Spring,HIS 385,History of Japan, 22889,601,"Xu, Luo",2:50 PM,4:05 PM ,TH,7
2016,Spring,HIS 385,History of Japan, 22890,701,"Xu, Luo",2:50 PM,4:05 PM ,TH,8
2016,Spring,HIS 402,Latin American-U.S. Relations, 23021,601,"Peterson, Gigi",3:00 PM,4:15 PM ,WM,0
2016,Spring,HIS 402,Latin American-U.S. Relations, 23022,701,"Peterson, Gigi",3:00 PM,4:15 PM ,WM,10
2016,Spring,HIS 460,The Holocaust, 23146,601,"Moranda, Scott",1:15 PM,2:30 PM ,TH,2
2016,Spring,HIS 460,The Holocaust, 23147,701,"Moranda, Scott",1:15 PM,2:30 PM ,TH,0
2016,Spring,HIS 490,Seminar, 21623,601,"Bhat, Girish",2:50 PM,4:05 PM ,TH,4
2016,Spring,HIS 490,Seminar, 21624,602,"Troyan, Brett",4:20 PM,6:50 PM ,T,3
2016,Spring,HIS 529,Special Topics in History, 22899,601,"Gathagan, Laura",4:20 PM,6:50 PM ,M,3
2016,Spring,HIS 647,Teaching/Learning History, 22900,601,"Sheets, Kevin",4:20 PM,6:50 PM ,T,7
2016,Spring,HIS 660,Seminar in American History, 21984,601,"Van Buskirk, Judith",4:20 PM,6:50 PM ,W,7
2016,Spring,HIS 687,Culminating Masters Experience, 21569,601,"Sheets, Kevin",TBA,TBA,,3
2016,Spring,HLH 110,Personal and Community Health, 20014,701,"Keefe, Deidre",08:30 AM, 09:45 AM,TH,0
2016,Spring,HLH 110,Personal and Community Health, 21095,702,"Ladoceour, Erin",7:00 PM,9:30 PM ,W,0
2016,Spring,HLH 111,International Hlh & Culture, 22276,001,"Wodi, Ben",3:00 PM,3:50 PM ,WFM,2
2016,Spring,HLH 120,Responding to Emergencies, 22074,731,"Ryon, Corey",08:00 AM, 08:50 AM,WM,4
2016,Spring,HLH 120,Responding to Emergencies, 20365,L31,"Rote, Matthew",08:30 AM, 09:45 AM,T,0
2016,Spring,HLH 120,Responding to Emergencies, 20366,L32,"Rote, Matthew",08:30 AM, 09:45 AM,H,4
2016,Spring,HLH 120,Responding to Emergencies, 20367,L33,"Rote, Matthew",08:00 AM, 08:50 AM,F,1
2016,Spring,HLH 120,Responding to Emergencies, 20016,732,"Ryon, Corey",10:20 AM, 11:10 AM,WM,1
2016,Spring,HLH 120,Responding to Emergencies, 20365,L31,"Rote, Matthew",08:30 AM, 09:45 AM,T,0
2016,Spring,HLH 120,Responding to Emergencies, 20366,L32,"Rote, Matthew",08:30 AM, 09:45 AM,H,4
2016,Spring,HLH 120,Responding to Emergencies, 20367,L33,"Rote, Matthew",08:00 AM, 08:50 AM,F,1
2016,Spring,HLH 120,Responding to Emergencies, 20017,733,"Ryon, Corey",1:50 PM,2:40 PM ,WM,0
2016,Spring,HLH 120,Responding to Emergencies, 20365,L31,"Rote, Matthew",08:30 AM, 09:45 AM,T,0
2016,Spring,HLH 120,Responding to Emergencies, 20366,L32,"Rote, Matthew",08:30 AM, 09:45 AM,H,4
2016,Spring,HLH 120,Responding to Emergencies, 20367,L33,"Rote, Matthew",08:00 AM, 08:50 AM,F,1
2016,Spring,HLH 120,Responding to Emergencies, 20018,741,"Ryon, Corey",08:00 AM, 08:50 AM,WM,20
2016,Spring,HLH 120,Responding to Emergencies, 20368,L41,"Rote, Matthew",08:30 AM, 09:45 AM,T,15
2016,Spring,HLH 120,Responding to Emergencies, 20369,L42,"Rote, Matthew",08:30 AM, 09:45 AM,H,17
2016,Spring,HLH 120,Responding to Emergencies, 20370,L43,"Rote, Matthew",08:00 AM, 08:50 AM,F,14
2016,Spring,HLH 120,Responding to Emergencies, 20019,742,"Ryon, Corey",10:20 AM, 11:10 AM,WM,14
2016,Spring,HLH 120,Responding to Emergencies, 20368,L41,"Rote, Matthew",08:30 AM, 09:45 AM,T,15
